episode,total_reward,steps,success
1843,-3.1000000000000014,239,1
1844,-36.20000000000009,320,0
1845,5.300000000000008,182,1
1846,-8.8,29,0
1847,-29.900000000000027,275,0
1848,-8.5,6,0
1849,0.10000000000001563,225,1
1850,-6.5000000000000036,66,0
1851,-18.499999999999993,197,0
1852,-19.69999999999999,218,0
1853,-10.0,21,0
1854,-26.49999999999997,259,0
1855,-42.50000000000015,374,0
1856,-10.100000000000007,122,0
1857,-18.299999999999997,168,0
1858,-37.60000000000008,325,0
1859,-35.80000000000006,307,0
1860,-9.0,11,0
1861,-14.600000000000005,140,0
1862,5.30000000000001,200,1
1863,-4.700000000000024,291,1
1864,-40.10000000000017,400,0
1865,1.90000000000002,225,1
1866,-15.8,161,0
1867,-14.200000000000006,145,0
1868,-10.0,21,0
1869,-37.60000000000006,307,0
1870,-10.5,26,0
1871,-15.899999999999999,153,0
1872,7.100000000000009,173,1
1873,-9.600000000000001,57,0
1874,6.100000000000005,201,1
1875,-42.80000000000018,400,0
1876,-14.100000000000044,313,1
1877,-13.100000000000009,143,0
1878,-34.700000000000145,400,0
1879,-9.000000000000002,51,0
1880,-37.40000000000014,400,0
1881,-11.300000000000006,125,0
1882,-43.30000000000012,346,0
1883,1.900000000000011,198,1
1884,-41.00000000000017,400,0
1885,-12.400000000000006,136,0
1886,-17.199999999999996,175,0
1887,4.100000000000012,203,1
1888,-34.0000000000001,316,0
1889,11.499999999999993,147,1
1890,-36.10000000000011,310,0
1891,-27.9,273,0
1892,-12.000000000000002,43,0
1893,12.299999999999994,139,1
1894,9.499999999999998,167,1
1895,10.699999999999992,146,1
1896,-49.100000000000186,377,0
1897,3.900000000000013,214,1
1898,7.100000000000002,173,1
1899,-12.200000000000006,134,0
1900,-0.4999999999999769,222,1
1901,-9.600000000000001,48,0
1902,-45.500000000000234,400,0
1903,7.700000000000004,158,1
1904,-15.799999999999997,161,0
1905,-37.40000000000016,400,0
1906,-9.900000000000006,120,0
1907,8.499999999999996,159,1
1908,-9.4,35,0
1909,-8.3,4,0
1910,-8.600000000000001,27,0
1911,-35.600000000000186,400,0
1912,10.899999999999995,144,1
1913,-8.8,49,0
1914,5.700000000000006,178,1
1915,-8.600000000000007,107,0
1916,-8.600000000000001,27,0
1917,-8.3,4,0
1918,-18.39999999999999,187,0
1919,-6.900000000000005,90,0
1920,10.099999999999998,143,1
1921,-11.700000000000006,138,0
1922,-27.900000000000002,264,0
1923,-37.400000000000176,400,0
1924,-38.100000000000115,375,0
1925,-11.700000000000008,138,0
1926,-27.19999999999999,266,0
1927,-38.30000000000014,400,0
1928,-10.1,22,0
1929,-8.000000000000002,41,0
1930,12.899999999999995,133,1
1931,11.899999999999993,134,1
1932,8.5,168,1
1933,-14.200000000000006,154,0
1934,-8.600000000000001,47,0
1935,-43.70000000000024,400,0
1936,-8.600000000000001,47,0
1937,-8.600000000000001,47,0
1938,-26.999999999999986,237,0
1939,-7.200000000000002,53,0
1940,-37.40000000000012,350,0
1941,-10.200000000000001,23,0
1942,10.499999999999996,139,1
1943,-14.900000000000006,161,0
1944,7.5000000000000036,169,1
1945,-9.900000000000006,111,0
1946,13.299999999999994,138,1
1947,-17.799999999999994,199,0
1948,-10.0,21,0
1949,6.900000000000002,184,1
1950,-40.10000000000019,400,0
1951,4.100000000000016,221,1
1952,-23.999999999999986,216,0
1953,-41.900000000000176,400,0
1954,10.499999999999993,157,1
1955,-8.5,6,0
1956,-38.30000000000021,400,0
1957,-39.20000000000017,400,0
1958,-21.19999999999999,224,0
1959,-7.800000000000001,39,0
1960,-42.00000000000015,387,0
1961,-25.19999999999998,246,0
1962,-47.300000000000175,400,0
1963,-12.900000000000006,141,0
1964,-9.600000000000007,117,0
1965,-25.49999999999998,249,0
1966,-41.40000000000014,372,0
1967,-40.10000000000017,400,0
1968,-41.900000000000176,400,0
1969,-43.70000000000022,400,0
1970,-18.599999999999994,198,0
1971,-38.800000000000125,355,0
1972,-39.20000000000015,400,0
1973,-41.90000000000017,400,0
1974,-56.30000000000021,400,0
1975,-41.90000000000014,400,0
1976,-11.100000000000001,23,0
1977,-41.900000000000205,400,0
1978,-9.4,35,0
1979,-46.40000000000017,400,0
1980,-39.0000000000001,357,0
1981,-28.499999999999986,234,0
1982,-15.900000000000002,162,0
1983,-26.199999999999964,256,0
1984,-42.80000000000019,400,0
1985,-8.3,24,0
1986,-8.400000000000006,105,0
1987,-38.30000000000017,400,0
1988,-21.899999999999977,222,0
1989,-38.30000000000014,400,0
1990,-15.500000000000004,158,0
1991,-9.600000000000001,28,0
1992,-25.99999999999997,272,0
1993,-24.399999999999977,238,0
1994,-22.599999999999977,229,0
1995,-36.50000000000017,400,0
1996,-50.40000000000022,399,0
1997,-23.59999999999998,248,0
1998,-38.200000000000124,340,0
1999,-15.600000000000003,177,0
2000,-35.8000000000001,352,0
2001,-8.3,4,0
2002,-9.600000000000001,57,0
2003,-7.800000000000001,39,0
2004,-8.3,4,0
2005,-7.600000000000001,37,0
2006,-38.30000000000021,400,0
2007,-12.200000000000006,125,0
2008,-40.10000000000022,400,0
2009,-44.60000000000023,400,0
2010,-8.4,25,0
2011,-45.500000000000185,400,0
2012,-16.999999999999996,173,0
2013,-28.599999999999998,235,0
2014,-30.80000000000004,302,0
2015,-29.60000000000002,290,0
2016,-44.60000000000027,400,0
2017,-7.400000000000002,55,0
2018,-17.79999999999999,172,0
2019,-8.3,4,0
2020,-18.999999999999993,184,0
2021,-18.79999999999999,191,0
2022,-8.800000000000002,49,0
2023,-22.399999999999977,209,0
2024,11.299999999999992,158,1
2025,-9.000000000000002,51,0
2026,-41.90000000000022,400,0
2027,-36.30000000000007,330,0
2028,-13.600000000000009,148,0
2029,-43.7000000000002,400,0
2030,-8.600000000000001,38,0
2031,-22.299999999999983,217,0
2032,-8.5,6,0
2033,-37.40000000000017,400,0
2034,-11.900000000000006,122,0
2035,-46.40000000000014,400,0
2036,-20.79999999999999,211,0
2037,-35.60000000000018,400,0
2038,-41.00000000000022,400,0
2039,-36.50000000000013,400,0
2040,-42.80000000000021,400,0
2041,-30.60000000000001,282,0
2042,12.299999999999994,148,1
2043,-14.600000000000007,140,0
2044,-15.1,127,0
2045,-38.30000000000019,400,0
2046,-12.100000000000007,142,0
2047,-7.700000000000005,98,0
2048,-9.0,11,0
2049,-21.399999999999984,208,0
2050,-10.8,20,0
2051,-9.600000000000001,28,0
2052,-18.099999999999994,193,0
2053,-39.20000000000015,400,0
2054,-34.700000000000166,400,0
2055,-45.50000000000022,400,0
2056,-31.400000000000006,281,0
2057,-8.4,25,0
2058,-44.80000000000015,397,0
2059,-8.800000000000002,49,0
2060,-23.399999999999984,192,0
2061,-41.900000000000176,400,0
2062,-16.2,165,0
2063,-23.19999999999998,226,0
2064,-9.9,20,0
2065,-44.60000000000015,400,0
2066,-10.200000000000001,23,0
2067,-8.200000000000006,103,0
2068,-26.899999999999984,263,0
2069,-31.40000000000003,299,0
2070,-39.20000000000017,400,0
2071,-27.299999999999994,249,0
2072,-30.900000000000034,294,0
2073,-15.600000000000001,159,0
2074,-40.70000000000014,356,0
2075,-10.1,22,0
2076,-42.80000000000016,400,0
2077,-9.000000000000002,51,0
2078,-20.199999999999985,205,0
2079,-32.40000000000008,282,0
2080,-36.50000000000018,400,0
2081,-8.3,24,0
2082,-7.900000000000005,100,0
2083,-38.50000000000014,361,0
2084,-19.19999999999999,204,0
2085,-14.400000000000007,156,0
2086,-41.50000000000014,373,0
2087,-35.60000000000014,400,0
2088,-40.00000000000014,376,0
2089,-45.5000000000002,400,0
2090,-39.20000000000016,400,0
2091,-36.500000000000156,400,0
2092,-42.80000000000017,400,0
2093,-35.60000000000017,400,0
2094,-9.600000000000001,37,0
2095,-44.400000000000176,393,0
2096,-10.0,21,0
2097,-38.800000000000075,310,0
2098,-13.200000000000008,153,0
2099,14.099999999999994,130,1
2100,-34.70000000000013,400,0
2101,-48.10000000000015,367,0
2102,-38.30000000000016,400,0
2103,-32.40000000000006,327,0
2104,7.700000000000004,185,1
2105,-23.399999999999984,228,0
2106,-34.50000000000007,321,0
2107,-15.600000000000001,168,0
2108,1.5000000000000213,220,1
2109,-28.700000000000006,263,0
2110,-35.600000000000165,400,0
2111,-40.100000000000165,400,0
2112,-9.9,20,0
2113,-10.800000000000006,129,0
2114,-9.8,39,0
2115,7.900000000000003,183,1
2116,-36.50000000000017,400,0
2117,-22.999999999999982,215,0
2118,-9.0,11,0
2119,-38.30000000000019,400,0
2120,-16.5,177,0
2121,11.299999999999992,158,1
2122,-10.1,22,0
2123,-15.100000000000005,172,0
2124,-28.900000000000006,301,0
2125,-41.00000000000017,400,0
2126,-19.099999999999994,176,0
2127,4.500000000000016,217,1
2128,-36.50000000000019,400,0
2129,-23.99999999999998,243,0
2130,1.5000000000000213,220,1
2131,-39.200000000000216,400,0
2132,-9.0,11,0
2133,8.300000000000002,170,1
2134,-10.3,24,0
2135,-40.10000000000015,400,0
2136,-11.700000000000074,334,1
2137,-34.70000000000016,400,0
2138,-15.200000000000003,164,0
2139,-24.59999999999998,231,0
2140,-18.3,168,0
2141,-6.800000000000003,69,0
2142,-28.299999999999997,268,0
2143,11.69999999999999,154,1
2144,-20.999999999999996,177,0
2145,-41.0000000000002,400,0
2146,-13.700000000000005,131,0
2147,-22.999999999999993,188,0
2148,-11.300000000000004,116,0
2149,-40.100000000000186,400,0
2150,-8.5,26,0
2151,13.499999999999993,136,1
2152,-26.299999999999976,266,0
2153,1.70000000000001,218,1
2154,-29.6,272,0
2155,-21.19999999999998,206,0
2156,-43.700000000000216,400,0
2157,7.300000000000007,180,1
2158,-47.30000000000023,400,0
2159,-7.400000000000001,55,0
2160,-11.800000000000006,130,0
2161,-1.8999999999999773,281,1
2162,-17.599999999999998,179,0
2163,8.899999999999999,173,1
2164,-22.699999999999992,203,0
2165,-40.00000000000015,385,0
2166,9.899999999999995,172,1
2167,-14.100000000000005,144,0
2168,-47.30000000000025,400,0
2169,-10.300000000000002,97,0
2170,-19.599999999999987,208,0
2171,-38.3000000000002,400,0
2172,-0.6999999999999709,260,1
2173,-10.3,24,0
2174,5.900000000000006,158,1
2175,-39.60000000000014,399,0
2176,-10.0,12,0
2177,14.499999999999993,126,1
2178,-40.20000000000008,360,0
2179,7.900000000000003,183,1
2180,-33.20000000000006,299,0
2181,-12.600000000000005,129,0
2182,1.1000000000000227,233,1
2183,9.299999999999997,169,1
2184,-33.50000000000007,329,0
2185,-38.30000000000018,400,0
2186,-13.100000000000007,134,0
2187,-9.000000000000002,51,0
2188,-9.500000000000071,330,1
2189,-43.70000000000019,400,0
2190,-12.600000000000007,147,0
2191,-10.1,22,0
2192,13.299999999999994,138,1
2193,-11.300000000000006,116,0
2194,-6.100000000000048,305,1
2195,-10.200000000000001,23,0
2196,-23.49999999999997,211,0
2197,-7.800000000000001,39,0
2198,-7.000000000000004,71,0
2199,-40.10000000000022,400,0
2200,-39.20000000000019,400,0
2201,10.299999999999994,159,1
2202,5.300000000000011,218,1
2203,-10.400000000000002,107,0
2204,-18.79999999999999,191,0
2205,5.500000000000007,171,1
2206,-9.0,11,0
2207,-38.300000000000196,400,0
2208,-9.000000000000002,51,0
2209,-45.500000000000234,400,0
2210,-10.0,41,0
2211,-21.399999999999984,235,0
2212,-10.600000000000007,127,0
2213,-8.600000000000001,38,0
2214,-8.900000000000006,101,0
2215,9.299999999999997,169,1
2216,-20.99999999999999,213,0
2217,-8.600000000000001,38,0
2218,13.499999999999993,136,1
2219,9.499999999999996,167,1
2220,-30.500000000000032,272,0
2221,2.3000000000000185,221,1
2222,-7.200000000000002,53,0
2223,4.100000000000012,221,1
2224,8.699999999999998,166,1
2225,-19.799999999999997,192,0
2226,-36.50000000000013,341,0
2227,14.099999999999993,130,1
2228,-8.3,4,0
2229,4.900000000000013,213,1
2230,-41.700000000000145,330,0
2231,13.299999999999994,129,1
2232,-8.700000000000003,70,0
2233,-8.4,25,0
2234,-17.999999999999993,201,0
2235,-11.700000000000005,129,0
2236,-41.00000000000019,400,0
2237,-23.49999999999998,229,0
2238,-9.0,42,0
2239,-8.3,4,0
2240,9.499999999999996,158,1
2241,-8.3,4,0
2242,9.699999999999994,156,1
2243,-10.0,21,0
2244,-16.000000000000004,163,0
2245,-6.700000000000004,68,0
2246,-9.0,11,0
2247,-42.20000000000011,353,0
2248,10.499999999999996,139,1
2249,12.099999999999993,150,1
2250,-44.700000000000145,396,0
2251,-45.500000000000234,400,0
2252,-9.4,35,0
2253,6.30000000000001,190,1
2254,8.9,173,1
2255,-11.400000000000006,135,0
2256,-12.90000000000014,382,1
2257,-29.900000000000013,275,0
2258,9.299999999999999,169,1
2259,7.300000000000005,189,1
2260,14.499999999999993,126,1
2261,12.899999999999995,124,1
2262,-40.10000000000024,400,0
2263,-14.500000000000135,353,1
2264,-7.100000000000005,72,0
2265,13.299999999999994,129,1
2266,-9.0,11,0
2267,-17.999999999999996,192,0
2268,7.100000000000008,182,1
2269,12.899999999999991,142,1
2270,3.1000000000000174,240,1
2271,-42.80000000000021,400,0
2272,-11.100000000000001,23,0
2273,5.900000000000009,167,1
2274,14.099999999999994,130,1
2275,-8.3,4,0
2276,-8.5,6,0
2277,-10.1,22,0
2278,14.699999999999994,124,1
2279,-7.100000000000003,72,0
2280,-9.600000000000001,48,0
2281,-44.10000000000016,390,0
2282,-19.099999999999987,185,0
2283,-9.8,19,0
2284,-32.50000000000007,301,0
2285,13.499999999999993,136,1
2286,-44.10000000000013,363,0
2287,-9.600000000000001,37,0
2288,-10.1,22,0
2289,11.299999999999992,158,1
2290,14.499999999999993,117,1
2291,9.699999999999998,156,1
2292,11.29999999999999,149,1
2293,-41.90000000000022,400,0
2294,13.699999999999996,125,1
2295,-3.500000000000014,270,1
2296,11.899999999999993,152,1
2297,-9.3,25,0
2298,-40.10000000000017,400,0
2299,12.09999999999999,141,1
2300,-11.100000000000001,23,0
2301,-10.200000000000001,14,0
2302,-7.900000000000004,71,0
2303,12.499999999999996,137,1
2304,11.299999999999992,158,1
2305,-9.200000000000003,53,0
2306,-9.0,11,0
2307,-8.3,4,0
2308,-7.600000000000001,37,0
2309,-16.0,154,0
2310,-9.700000000000003,71,0
2311,13.099999999999993,131,1
2312,-10.8,20,0
2313,-8.600000000000001,27,0
2314,-37.40000000000014,400,0
2315,12.899999999999993,142,1
2316,8.900000000000004,155,1
2317,13.099999999999994,131,1
2318,-41.00000000000021,400,0
2319,-8.5,6,0
2320,14.299999999999992,119,1
2321,1.3000000000000185,240,1
2322,13.699999999999994,134,1
2323,-9.000000000000002,51,0
2324,11.499999999999993,147,1
2325,5.100000000000003,193,1
2326,15.499999999999995,116,1
2327,14.299999999999994,119,1
2328,-16.999999999999993,164,0
2329,-10.3,24,0
2330,10.499999999999993,157,1
2331,5.10000000000001,193,1
2332,4.300000000000011,219,1
2333,-9.500000000000071,303,1
2334,15.699999999999994,114,1
2335,10.499999999999996,148,1
2336,-9.200000000000001,53,0
2337,13.099999999999993,140,1
2338,-7.900000000000006,91,0
2339,-20.29999999999999,224,0
2340,14.699999999999996,115,1
2341,-10.1,22,0
2342,-43.70000000000021,400,0
2343,-10.1,22,0
2344,14.099999999999994,130,1
2345,14.299999999999994,128,1
2346,13.899999999999997,114,1
2347,-8.600000000000001,27,0
2348,-36.500000000000156,400,0
2349,10.499999999999993,157,1
2350,14.899999999999993,122,1
2351,13.299999999999994,138,1
2352,14.299999999999995,119,1
2353,2.300000000000022,239,1
2354,7.300000000000009,171,1
2355,-35.60000000000015,400,0
2356,-7.000000000000006,91,0
2357,-10.1,22,0
2358,13.299999999999992,138,1
2359,10.899999999999991,153,1
2360,15.499999999999993,116,1
2361,-10.8,40,0
2362,-8.000000000000005,101,0
2363,15.699999999999994,114,1
2364,-8.3,4,0
2365,-6.300000000000033,289,1
2366,14.899999999999995,113,1
2367,-9.0,11,0
2368,6.300000000000008,199,1
2369,12.299999999999992,148,1
2370,13.699999999999992,116,1
2371,-16.200000000000003,165,0
2372,12.899999999999993,142,1
2373,15.099999999999994,120,1
2374,-33.50000000000008,275,0
2375,14.099999999999994,130,1
2376,13.499999999999993,136,1
2377,-18.299999999999997,186,0
2378,14.699999999999992,115,1
2379,-8.700000000000006,108,0
2380,-8.3,4,0
2381,15.699999999999994,114,1
2382,16.099999999999994,110,1
2383,-8.500000000000007,106,0
2384,-40.100000000000186,400,0
2385,11.699999999999992,154,1
2386,15.099999999999993,120,1
2387,-10.0,21,0
2388,16.299999999999994,108,1
2389,16.099999999999994,110,1
2390,13.099999999999993,140,1
2391,9.299999999999994,151,1
2392,9.299999999999997,160,1
2393,14.299999999999994,128,1
2394,11.099999999999993,151,1
2395,15.499999999999993,116,1
2396,-31.10000000000004,242,0
2397,-7.200000000000002,53,0
2398,-8.100000000000003,93,0
2399,-10.800000000000006,120,0
2400,-10.1,22,0
2401,-42.800000000000196,400,0
2402,15.099999999999994,120,1
2403,-9.0,11,0
2404,15.099999999999996,111,1
2405,5.9000000000000075,185,1
2406,-48.200000000000166,400,0
2407,15.099999999999994,111,1
2408,16.099999999999994,110,1
2409,12.099999999999993,141,1
2410,11.699999999999994,145,1
2411,13.299999999999995,120,1
2412,-7.000000000000003,51,0
2413,-8.0,41,0
2414,15.499999999999995,116,1
2415,15.099999999999994,111,1
2416,15.499999999999995,107,1
2417,-8.100000000000001,73,0
2418,-9.9,20,0
2419,11.699999999999992,145,1
2420,14.299999999999997,119,1
2421,16.099999999999994,110,1
2422,-50.90000000000017,400,0
2423,12.899999999999993,133,1
2424,-9.9,20,0
2425,-8.5,6,0
2426,14.899999999999995,113,1
2427,13.299999999999994,120,1
2428,11.299999999999994,149,1
2429,15.099999999999994,111,1
2430,11.699999999999992,145,1
2431,-10.6,38,0
2432,5.10000000000001,193,1
2433,13.899999999999993,132,1
2434,15.499999999999995,107,1
2435,14.499999999999993,117,1
2436,-7.800000000000001,39,0
2437,16.299999999999994,108,1
2438,11.699999999999996,136,1
2439,14.699999999999996,115,1
2440,-9.0,11,0
2441,-9.0,11,0
2442,14.499999999999993,117,1
2443,-7.400000000000002,55,0
2444,15.299999999999994,109,1
2445,-37.900000000000134,391,0
2446,12.899999999999991,142,1
2447,-39.20000000000019,400,0
2448,14.699999999999994,115,1
2449,15.299999999999994,109,1
2450,-9.600000000000001,37,0
2451,16.299999999999994,108,1
2452,-8.200000000000005,103,0
2453,10.299999999999994,150,1
2454,-9.900000000000006,111,0
2455,15.299999999999994,118,1
2456,-8.600000000000001,47,0
2457,15.099999999999996,111,1
2458,-13.800000000000006,141,0
2459,-8.5,26,0
2460,14.699999999999996,115,1
2461,14.899999999999993,113,1
2462,15.299999999999994,109,1
2463,-9.900000000000004,111,0
2464,15.499999999999993,107,1
2465,15.099999999999994,120,1
2466,15.299999999999995,109,1
2467,15.699999999999994,114,1
2468,15.499999999999993,116,1
2469,-20.19999999999999,196,0
2470,13.899999999999993,114,1
2471,16.299999999999994,108,1
2472,-8.300000000000002,86,0
2473,-6.900000000000005,90,0
2474,14.899999999999995,113,1
2475,15.099999999999994,111,1
2476,-7.900000000000004,71,0
2477,-35.60000000000018,400,0
2478,14.099999999999998,112,1
2479,-8.200000000000003,94,0
2480,-6.700000000000004,68,0
2481,-7.300000000000002,65,0
2482,-7.600000000000001,37,0
2483,15.299999999999994,118,1
2484,10.099999999999994,170,1
2485,16.099999999999994,110,1
2486,13.299999999999999,111,1
2487,15.899999999999993,112,1
2488,16.699999999999996,104,1
2489,15.099999999999996,111,1
2490,13.499999999999996,109,1
2491,14.899999999999995,113,1
2492,-7.300000000000003,65,0
2493,15.899999999999993,112,1
2494,13.499999999999998,118,1
2495,14.699999999999994,106,1
2496,15.899999999999993,112,1
2497,13.899999999999999,114,1
2498,-6.500000000000002,66,0
2499,15.499999999999995,107,1
2500,16.499999999999993,106,1
2501,-6.900000000000005,70,0
2502,14.899999999999991,113,1
2503,16.099999999999994,110,1
2504,15.699999999999992,105,1
2505,16.099999999999994,110,1
2506,16.299999999999994,108,1
2507,15.699999999999992,105,1
2508,15.899999999999993,112,1
2509,-6.5000000000000036,66,0
2510,15.899999999999993,112,1
2511,13.499999999999995,109,1
2512,14.699999999999996,115,1
2513,15.899999999999993,112,1
2514,14.099999999999998,112,1
2515,-6.700000000000003,68,0
2516,13.699999999999996,116,1
2517,15.899999999999993,112,1
2518,-9.6,28,0
2519,15.499999999999995,107,1
2520,14.699999999999998,115,1
2521,16.699999999999996,104,1
2522,15.899999999999993,112,1
2523,15.099999999999994,111,1
2524,15.299999999999994,109,1
2525,14.699999999999994,115,1
2526,15.099999999999994,111,1
2527,15.699999999999992,105,1
2528,16.099999999999994,110,1
2529,15.699999999999994,114,1
2530,16.299999999999994,108,1
2531,-6.700000000000005,88,0
2532,14.099999999999996,112,1
2533,-9.600000000000001,48,0
2534,13.899999999999995,114,1
2535,14.299999999999997,110,1
2536,-8.5,6,0
2537,12.299999999999995,121,1
2538,-8.8,49,0
2539,16.299999999999994,108,1
2540,16.099999999999994,110,1
2541,14.299999999999994,119,1
2542,16.299999999999994,108,1
2543,14.299999999999997,110,1
2544,14.899999999999995,113,1
2545,-6.700000000000005,88,0
2546,16.699999999999996,104,1
2547,16.299999999999994,108,1
2548,14.899999999999997,113,1
2549,-10.6,27,0
2550,16.099999999999994,110,1
2551,14.499999999999998,108,1
2552,-7.300000000000004,94,0
2553,14.699999999999996,115,1
2554,15.899999999999993,112,1
2555,15.499999999999995,107,1
2556,15.899999999999993,112,1
2557,16.299999999999994,108,1
2558,-8.3,4,0
2559,-10.1,22,0
2560,16.499999999999993,106,1
2561,14.899999999999995,113,1
2562,16.299999999999994,108,1
2563,14.299999999999994,110,1
2564,16.499999999999993,106,1
2565,-8.3,4,0
2566,16.499999999999993,106,1
2567,16.099999999999994,110,1
2568,15.899999999999993,112,1
2569,11.899999999999997,116,1
2570,-8.0,41,0
2571,16.499999999999993,106,1
2572,15.899999999999993,112,1
2573,15.099999999999996,111,1
2574,15.499999999999991,116,1
2575,-10.8,20,0
2576,16.499999999999993,106,1
2577,-8.600000000000001,47,0
2578,-7.800000000000001,39,0
2579,15.099999999999996,111,1
2580,16.699999999999996,104,1
2581,13.299999999999995,111,1
2582,14.499999999999998,108,1
2583,14.899999999999995,113,1
2584,16.499999999999993,106,1
2585,15.099999999999996,111,1
2586,-9.000000000000002,51,0
2587,16.099999999999994,110,1
2588,15.099999999999996,111,1
2589,15.099999999999994,111,1
2590,15.899999999999993,112,1
2591,-7.400000000000002,55,0
2592,16.299999999999994,108,1
2593,-8.5,6,0
2594,16.499999999999993,106,1
2595,13.699999999999996,116,1
2596,-8.3,24,0
2597,14.699999999999994,115,1
2598,14.899999999999991,113,1
2599,15.299999999999994,109,1
2600,16.699999999999996,104,1
2601,15.499999999999995,107,1
2602,15.299999999999995,109,1
2603,16.499999999999993,106,1
2604,-8.3,4,0
2605,15.299999999999994,118,1
2606,15.499999999999995,107,1
2607,15.899999999999993,112,1
2608,-8.3,24,0
2609,16.299999999999994,108,1
2610,15.699999999999992,105,1
2611,12.899999999999995,115,1
2612,-6.300000000000004,64,0
2613,-8.800000000000002,49,0
2614,16.699999999999996,104,1
2615,13.499999999999996,109,1
2616,15.099999999999996,111,1
2617,16.09999999999999,110,1
2618,15.499999999999993,116,1
2619,15.899999999999991,112,1
2620,-10.4,36,0
2621,-11.1,23,0
2622,-8.8,29,0
2623,15.499999999999995,116,1
2624,-10.0,21,0
2625,-10.0,41,0
2626,12.499999999999998,110,1
2627,-9.9,20,0
2628,16.299999999999994,108,1
2629,16.499999999999993,106,1
2630,14.499999999999995,108,1
2631,16.09999999999999,110,1
2632,-9.200000000000001,13,0
2633,16.699999999999996,104,1
2634,-8.8,29,0
2635,16.299999999999994,108,1
2636,14.499999999999998,108,1
2637,15.099999999999994,111,1
2638,-10.0,21,0
2639,15.499999999999995,116,1
2640,-10.0,21,0
2641,-9.9,20,0
2642,16.699999999999996,104,1
2643,14.699999999999998,115,1
2644,-10.0,21,0
2645,15.499999999999995,107,1
2646,16.299999999999994,108,1
2647,14.899999999999995,113,1
2648,-9.000000000000002,51,0
2649,-8.3,24,0
2650,-9.3,5,0
2651,16.299999999999994,108,1
2652,16.099999999999994,110,1
2653,14.499999999999996,108,1
2654,16.499999999999993,106,1
2655,15.699999999999996,105,1
2656,-8.500000000000005,97,0
2657,15.699999999999992,114,1
2658,-8.3,4,0
2659,16.499999999999993,106,1
2660,-7.600000000000001,37,0
2661,14.299999999999994,110,1
2662,-9.8,50,0
2663,15.099999999999994,111,1
2664,13.699999999999998,116,1
2665,16.499999999999993,106,1
2666,14.899999999999995,113,1
2667,-9.9,20,0
2668,15.299999999999994,109,1
2669,-7.700000000000004,89,0
2670,16.099999999999994,110,1
2671,16.099999999999994,110,1
2672,14.299999999999995,119,1
2673,16.09999999999999,110,1
2674,17.299999999999994,78,1
2675,16.099999999999994,110,1
2676,-9.600000000000001,48,0
2677,-9.9,20,0
2678,16.499999999999993,106,1
2679,16.099999999999994,110,1
2680,16.499999999999993,106,1
2681,16.299999999999994,108,1
2682,15.099999999999994,111,1
2683,-10.3,24,0
2684,15.699999999999994,114,1
2685,15.699999999999994,114,1
2686,15.099999999999993,111,1
2687,15.099999999999994,111,1
2688,15.899999999999993,112,1
2689,15.699999999999992,114,1
2690,15.899999999999993,112,1
2691,-7.600000000000001,37,0
2692,-8.500000000000004,88,0
2693,13.699999999999996,116,1
2694,16.099999999999994,110,1
2695,14.699999999999994,106,1
2696,-8.3,4,0
2697,16.299999999999994,108,1
2698,15.099999999999994,111,1
2699,-9.700000000000001,29,0
2700,16.499999999999993,106,1
2701,-7.500000000000004,96,0
2702,-8.100000000000005,102,0
2703,14.899999999999995,113,1
2704,-9.600000000000001,37,0
2705,15.299999999999994,109,1
2706,13.499999999999996,118,1
2707,14.899999999999995,113,1
2708,-9.9,20,0
2709,-8.3,4,0
2710,14.699999999999996,115,1
2711,15.299999999999994,109,1
2712,15.699999999999994,114,1
2713,-7.600000000000001,37,0
2714,15.699999999999994,105,1
2715,13.699999999999998,116,1
2716,13.699999999999994,116,1
2717,-8.3,4,0
2718,16.299999999999994,108,1
2719,15.699999999999994,114,1
2720,-10.200000000000001,23,0
2721,15.499999999999995,107,1
2722,14.699999999999992,106,1
2723,15.099999999999996,111,1
2724,16.299999999999994,108,1
2725,15.099999999999993,111,1
2726,15.899999999999993,112,1
2727,16.099999999999994,110,1
2728,-8.000000000000005,101,0
2729,16.299999999999994,108,1
2730,15.899999999999993,112,1
2731,16.299999999999994,108,1
2732,13.299999999999995,111,1
2733,14.299999999999995,110,1
2734,-11.200000000000001,24,0
2735,-8.5,26,0
2736,15.899999999999993,112,1
2737,-8.800000000000002,49,0
2738,15.899999999999993,112,1
2739,15.099999999999993,111,1
2740,-7.800000000000001,39,0
2741,15.699999999999992,105,1
2742,14.299999999999997,110,1
2743,15.899999999999993,112,1
2744,-8.5,6,0
2745,15.499999999999995,116,1
2746,-6.500000000000004,86,0
2747,16.299999999999994,108,1
2748,-6.900000000000005,90,0
2749,15.299999999999994,109,1
2750,-6.700000000000005,88,0
2751,12.899999999999995,115,1
2752,16.499999999999993,106,1
2753,16.299999999999994,108,1
2754,15.099999999999994,120,1
2755,16.299999999999994,108,1
2756,14.499999999999996,117,1
2757,13.899999999999995,114,1
2758,-9.5,7,0
2759,15.299999999999995,109,1
2760,15.699999999999994,105,1
2761,13.899999999999995,123,1
2762,-10.0,21,0
2763,14.699999999999994,115,1
2764,14.099999999999994,112,1
2765,14.899999999999993,113,1
2766,-8.500000000000005,97,0
2767,16.699999999999996,104,1
2768,15.499999999999995,116,1
2769,15.299999999999994,118,1
2770,16.099999999999994,110,1
2771,16.299999999999994,108,1
2772,16.099999999999994,110,1
